STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,COMMODITY,Commodity,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VERSION_ID,Version ID,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVENTION,Agricultural convention
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2026,,37.03,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2027,,36.92,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2028,,36.61,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2029,,36.17,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2030,,35.73,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2031,,35.32,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2032,,34.94,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2010,,64.1,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2011,,60.6,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2012,,68.1,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2013,,64,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2014,,61.6,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2015,,50.8,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2016,,43.7,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0111,Wheat,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2017,,40,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2018,,17.55,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2019,,16.39,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2020,,16.65,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2021,,16.15,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2022,,15.67,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2023,,15.76,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2024,,15.58,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2025,,15.55,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2026,,15.48,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2027,,15.41,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2028,,15.32,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2029,,15.25,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2030,,15.17,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2031,,15.11,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2032,,15.05,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2010,,18.32,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2011,,20.37,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2012,,17.97,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2013,,19.71,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2014,,20.02,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2015,,20.11,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2016,,20.03,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0151T0155,Roots and tubers,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2017,,17.5,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2018,,4.43,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2019,,4.43,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2020,,4.43,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2021,,4.43,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2022,,4.43,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2023,,4.17,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2024,,4.02,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2025,,3.91,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2026,,3.86,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2027,,3.82,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2028,,3.78,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2029,,3.74,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2030,,3.7,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2031,,3.67,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2032,,3.63,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2010,,3.87,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2011,,8.6,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2012,,8.4,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2013,,6.09,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2014,,6.9,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2015,,9.15,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2016,,7.78,,A,Normal value,3,Thousands,2,Two,,
DATAFLOW,OECD.TAD.ATM:DSD_AGR@DF_OUTLOOK_2023_2032(1.0),OECD-FAO Agricultural Outlook 2023-2032,I,ISR,Israel,A,Annual,CPC_0143,Cottonseed,AH,Area harvested,HA,Hectares,AO_2023_2032,Agricultural Outlook 2023-2032,2017,,6.8,,A,Normal value,3,Thousands,2,Two,,
